,edit_history_tweet_ids,id,text,lang
15,['1651987417656590337'],1651987417656590337,nachodelaheysus memesus77 tearsintherain1 watawatadayone thekatskid1 jewel_gardener quantumfekt siderico starshipdock iamcelinemarie dogeaccept pryzmrulezz khanshamtay musicphantom69 kym_head ali3nkat andremillaire lionelclone1 lottkaren54 spadersnfts rajtwittz d1dave123 dawnheartlrps sofakingdoge2nd yeshuaissavior piapanda96 pleiadesplz yadirarussell9 youniverse999 maximobanksy bugaloo_2 13dogecoin boozelee86 h_artsncrafts marshaw15161057 codehurtsbrain elonmusk tesla tesla_megapack grimezsz dogecoin nike historydefined historyinpics nelsonmandela yourhomemars spacex ,en
16,['1651987394823061504'],1651987394823061504,getting uglier every season. nike pls bring back 07/08 jerseys. ,en
17,['1651987387516432386'],1651987387516432386,"blue nike microfibre trunks under my jeans today.

speedo swimming swim gay speedoboy swimwear swimmer beach pool mensswimwear gayspeedo bulge speedoman underweargay underwearlover underwearmen ",en
18,['1651987373889318912'],1651987373889318912,lakersbetta kdtrey5 nike it's 12 sentences. focus less on ad and more on treating your adhd.,en
19,['1651987364112134144'],1651987364112134144,kdtrey5 nike this is goals 🤩🤩🤩,en
20,['1651987339567046661'],1651987339567046661,kdtrey5 nike congrats kdtrey5,en
21,['1651987320164298755'],1651987320164298755,kdtrey5 nike congrats 👌🏼 no one makes the game look as easy as you do.,en
22,['1651987318427865088'],1651987318427865088,cnation87 efiorentino31 nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu it’s time for a restock,en
23,['1651987305417064453'],1651987305417064453,"sportsguygio kdtrey5 nike nah, the 6s",en
24,['1651987297334591488'],1651987297334591488,"bleacherreport boardroom great news, now nikebasketball nike please bring kd 1 through kd 4 retros please. the world needs it.",en
25,['1651987237243080711'],1651987237243080711,brooklynnetcast kdtrey5 nike congratulations kevin (come back we miss u),en
28,['1651987214341996544'],1651987214341996544,nachodelaheysus memesus77 tearsintherain1 watawatadayone thekatskid1 jewel_gardener quantumfekt siderico starshipdock iamcelinemarie dogeaccept pryzmrulezz khanshamtay musicphantom69 kym_head ali3nkat andremillaire lionelclone1 lottkaren54 spadersnfts rajtwittz d1dave123 dawnheartlrps sofakingdoge2nd yeshuaissavior piapanda96 pleiadesplz yadirarussell9 youniverse999 maximobanksy bugaloo_2 13dogecoin boozelee86 h_artsncrafts marshaw15161057 codehurtsbrain elonmusk tesla tesla_megapack grimezsz dogecoin nike historydefined historyinpics nelsonmandela yourhomemars spacex 😎,en
30,['1651987205735297024'],1651987205735297024,"rt sneakercheaper: air force 1 mid x off-white™
pine green nike ad 

available at 10 am est --&gt;  …",en
31,['1651987179630104578'],1651987179630104578,"jordan 5 retro moonlight
deadstock
size: 8.5
price: $260
simplysneakers nike jordan jordan5 moonlight fashion kicks sneakers sneakerheads smallbusiness kickstagram follow support ",en
32,['1651987169446187008'],1651987169446187008,kdtrey5 nike congratulations!!,en
34,['1651987108381478913'],1651987108381478913,kdtrey5 nike kd4 and kd5 re-release? &lt;3 &lt;3,en
36,['1651987098356920321'],1651987098356920321,kdtrey5 nike we love to see it!,en
37,['1651987089657921540'],1651987089657921540,"oluisxx thesitesupply nike never kno, maybe it was offered to kobe &amp; he didn’t want it.",en
38,['1651987056208359427'],1651987056208359427,kdtrey5 nike congratulations!,en
39,['1651987039926079490'],1651987039926079490,clarkkent415 kdtrey5 nike next year they drop,en
40,['1651987019663302661'],1651987019663302661,olilondontv dylan mulvaney is a man. period. got that nike budweiserusa and all the rest.,en
43,['1651986966802489344'],1651986966802489344,kdtrey5 nike tough,en
44,['1651986940688826368'],1651986940688826368,kdtrey5 nike pg county!!!,en
45,['1651986937308147714'],1651986937308147714,kdtrey5 nike please rerelease ,en
46,['1651986908388442114'],1651986908388442114,"kdtrey5 nike congrats kd, best shoe on the market right now",en
48,['1651986846602219524'],1651986846602219524,kdtrey5 congratulations locking up the lifetime bag with nike nikebasketball ✊,en
49,['1651986838670942209'],1651986838670942209,rt thesitesupply: nike ✍️  via boardroom,en
52,['1651986785969340424'],1651986785969340424,this had to have been a no-brainer for nike. ,en
53,['1651986768042901506'],1651986768042901506,"eltrapojr86 snkr_twitr nike good pick up, i secured my pair too 🫡",en
54,['1651986761537695745'],1651986761537695745,"kdtrey5 nike bro woke up and said:

 ",en
55,['1651986755531284480'],1651986755531284480,kdtrey5 nike das crazy cuz no one and i repeat ain’t no one buying kds they can’t even give them away at outlets for 60%off,en
56,['1651986749982162944'],1651986749982162944,underdogfantasy kdtrey5 nike look kd  the worst gambling app replied!,en
57,['1651986734392180736'],1651986734392180736,1zelmeatmuncher velocitydimes kdtrey5 nike he’s a rocket in the offs big bro,en
58,['1651986716939395072'],1651986716939395072,kdtrey5 nike durgoat legacy playoffs loading,en
60,['1651986669950623745'],1651986669950623745,kdtrey5 nike ur shoe exploded in game dude i need a refund,en
63,['1651986617937084416'],1651986617937084416,90z1o velocitydimes kdtrey5 nike dont disrespect the philly prince hargoat,en
64,['1651986610462900224'],1651986610462900224,memesus77 tearsintherain1 michaeldoge420 watawatadayone thekatskid1 jewel_gardener quantumfekt siderico starshipdock iamcelinemarie dogeaccept pryzmrulezz khanshamtay musicphantom69 kym_head ali3nkat andremillaire lionelclone1 lottkaren54 spadersnfts rajtwittz d1dave123 dawnheartlrps sofakingdoge2nd yeshuaissavior piapanda96 pleiadesplz yadirarussell9 youniverse999 maximobanksy bugaloo_2 13dogecoin boozelee86 h_artsncrafts marshaw15161057 codehurtsbrain elonmusk tesla tesla_megapack grimezsz dogecoin nike historydefined historyinpics nelsonmandela yourhomemars spacex ,en
65,['1651986575662694400'],1651986575662694400,kdtrey5 nike rerelease the aunt pearls pls ,en
66,['1651986546961031169'],1651986546961031169,"chuck sperry color x color book the sperry poster art archive 1st ed. print rare | ebay
us $159.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
67,['1651986525360476164'],1651986525360476164,thetoyman1 realdeancain gabby2angels budlight nike wonder how long it will take companies to see his endorsement as poison.,en
68,['1651986503814328320'],1651986503814328320,"samsung cell phone deal! samsung galaxy s20 5g. 128gb. cosmic gray - gsm carriers (renewed)
now: $190.00
was: $744.97
click for deal link!


thenorthface nike adidas hypebeast amazon ",en
70,['1651986479529308164'],1651986479529308164,kdtrey5 nike need all the 4s in a 9.5,en
71,['1651986473493704717'],1651986473493704717,kdtrey5 nike need these back too ,en
74,['1651986379109281793'],1651986379109281793,flynnwaslike kdtrey5 richkleiman nike well deserved kdtrey5  one sneaker for a fan in ghana   thank you.,en
75,['1651986292337528832'],1651986292337528832,"lg gram 16z90p
now: $1199.49
was: $1749.99
click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals amazonprime freeshipping ",en
76,['1651986263472238597'],1651986263472238597,"kdtrey5 nike bro, you got enough money for 10 lifetimes.",en
77,['1651986246267285514'],1651986246267285514,"atptour grigordimitrov mutuamadridopen irrelevant 31 y/o bisexual balding bulgarian grigordimitrov, who hasn’t won a single atptour title since 2017, barely defeats irrelevant atp 56 gregbarrere. rolex already dumped atp 32 grigordimitrov’s sponsorship deal &amp; nike only provides financial sponsorship to top 25 ",en
78,['1651986240995045387'],1651986240995045387,rt thesitesupply: nike ✍️  via boardroom,en
82,['1651986184980295681'],1651986184980295681,jayhovscf33 thesitesupply nike man he has no hair 🤣😭,en
84,['1651986150016405504'],1651986150016405504,"cnation87 nike jumpman23 nicekicks kicksonfire solesavy jordan1squad houseofheat sneakerfiles snkrfrkrmag footlockereu already got kentucky sb highs , so i’ll pass",en
87,['1651986072807809025'],1651986072807809025,thesitesupply nike lmao 🤣,en
88,['1651986045699862535'],1651986045699862535,rt betonline_ag: kd inks a lifetime deal with nike 💰 ,en
89,['1651986027588853762'],1651986027588853762,thesitesupply nike congrats kdtrey5 !,en
90,['1651986018885591041'],1651986018885591041,thesitesupply nike lotta hate in this comment section! salty much 🥴,en
92,['1651985994030129152'],1651985994030129152,kdtrey5 nike jb clears u ponk,en
93,['1651985977349488643'],1651985977349488643,flynnwaslike kdtrey5 richkleiman nike now if you could get them to stop using children to make shoes that would be great.,en
94,['1651985959947317249'],1651985959947317249,"vintage nike baseball jersey. 

vintage vintagecollection nike jersey baseball ",en
95,['1651985955832877056'],1651985955832877056,sportsguygio kdtrey5 nike i still got mine ! congrats kdtrey5  well deserved!,en
96,['1651985943275134976'],1651985943275134976,kdtrey5 nike now we need a retro please ,en
97,['1651985909544546305'],1651985909544546305,breeezyo tatis_jr padres nike love those!,en
0,['1651985896181252096'],1651985896181252096,sportsguygio kdtrey5 nike and the weatherman 4s,en
1,['1651985868905758721'],1651985868905758721,flynnwaslike kdtrey5 richkleiman nike congrats on that kdtrey5 well deserved,en
2,['1651985823439503360'],1651985823439503360,"michael portales shows off his powerful punches and unbreakable spirit.🥊💥

boxing fightnight champion titlefight rumble sports champions wbaboxing toropromotion angelantoniocontreras adidas puma nike tacoma seattle toropromotions boxinggloves fights wbabelt ",en
3,['1651985814023286797'],1651985814023286797,rt betonline_ag: kd inks a lifetime deal with nike 💰 ,en
4,['1651985784533143559'],1651985784533143559,kdtrey5 nike u r always picking right. thank u for putting brooklyn back on the map. 👏🏿👏🏿💯🙏🏿💕👍🏿 ,en
5,['1651985778803703809'],1651985778803703809,sportsguygio kdtrey5 nike cant forget the orange ones they too tuff,en
7,['1651985722327408642'],1651985722327408642,kayas_kicks kith nike ronniefieg nikestore tiona_deniece willstowehos i may try them again soon thank you fam 🙏,en
8,['1651985720930623488'],1651985720930623488,thesitesupply nike 🤔,en
9,['1651985705734922242'],1651985705734922242,sportsguygio kdtrey5 nike holup kd rt?,en
13,['1651985669160312832'],1651985669160312832,thesitesupply nike but kobe never got a life time deal thats crazy,en
14,['1651985664496267264'],1651985664496267264,lakersbetta kdtrey5 nike ad rolled his ankle out for 2-3 years,en
15,['1651985629209669638'],1651985629209669638,pack touchdown mailcall nike travisscott ,en
16,['1651985626559045633'],1651985626559045633,"kdtrey5 nike can’t wait✌🏼2c👀
the kd📚story’atamc💺

congratulations🎊my brother

ⓜ️marlonwayans🧑🏾‍🦱
🅱️benaffleck🧔🏻‍♂️ 
🅰️airmovie🛩
🏦 $amc 🍿勇士35

ⓜ️ichael🅰️jordan⛹️ $hymc ⛏猴 ",en
17,['1651985625090801666'],1651985625090801666,thesitesupply nike boardroom ,en
18,['1651985606249967617'],1651985606249967617,kdtrey5 nike nike will not make you a clutch player😂😂,en
22,['1651985595751694336'],1651985595751694336,thesitesupply nike ,en
23,['1651985563786915850'],1651985563786915850,kdtrey5 ochocinco nike retro those kd4s my boy,en
25,['1651985538285555715'],1651985538285555715,thesitesupply nike wow,en
26,['1651985537098719232'],1651985537098719232,the fact that i was so hyped over getting a pair of dunks only to waste my friday morning watching the pending sign say i didn’t get them😭💔 nike,en
27,['1651985520841617409'],1651985520841617409,thesitesupply nike all his shoes are ashy like his legs.,en
28,['1651985511395864587'],1651985511395864587,thesitesupply nike next up lifetime contract with barbershop!,en
29,['1651985492039151618'],1651985492039151618,thesitesupply nike sold his soul,en
30,['1651985489589678083'],1651985489589678083,"emek stoned wars series iii orange bong foil variant handbills /40 screen print | ebay
us $169.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
32,['1651985485512712192'],1651985485512712192,"brooklynnetcast kdtrey5 nike ""congrats 👏"" ",en
33,['1651985484988526593'],1651985484988526593,trvisxx i’ve entered over 25 raffles for your last release and lost every single one of them. can you help a brother out. here is 16 of them to show how many i’ve done. only can post 4 pictures. if you need proof for the others just let me know. nike jumpman23 ,en
37,['1651985424804376576'],1651985424804376576,rt thesitesupply: nike ✍️  via boardroom,en
38,['1651985422120103941'],1651985422120103941,rt thesitesupply: nike ✍️  via boardroom,en
39,['1651985398762033157'],1651985398762033157,agony and ecstasy of this sport 🎾 carlitos is human after all 💥 shutterstocknow mutuamadridopen babolat nike canonukandie tennisphotography sportsphotography carlosalcaraz ,en
40,['1651985388762722306'],1651985388762722306,"congratulations to kdtrey5 for this well-deserved honor, to richkleiman for always putting in the work, and to our friends at nike for their commitment to the future of the brand ",en
42,['1651985371570352134'],1651985371570352134,breaking: kevin durant signs a lifetime contract with nike 👀 ,en
43,['1651985286266773506'],1651985286266773506,kdtrey5 nike bring them back ,en
44,['1651985238158094336'],1651985238158094336,kd inks a lifetime deal with nike 💰 ,en
45,['1651985221103788037'],1651985221103788037,"kdtrey5 nike congratulations, can i get a pair ?",en
46,['1651985220575559681'],1651985220575559681,contentb5 nike nikestore jumpman23 you have a great friday my friend 🫶🏽,en
47,['1651985164145242119'],1651985164145242119,"kdtrey5 nike so why weren't the numbers reported? steph got a billi, bron got a billi, mj got a billi back in the day, what did u get cuz they all reported their numbers. i hope they ain't hoe u bro and said something like 500 mill or some bullshit",en
48,['1651985142951575552'],1651985142951575552,kdtrey5 nike i’m proud of you 🫶🏽,en
50,['1651985075880488961'],1651985075880488961,"rt stylebytxt: 230414 🧸 act : sweet mirage in osaka soundcheck

supreme
— small box crewneck ($190)
🖇 
— small box…",en
51,['1651985007961944072'],1651985007961944072,"lakersbetta kdtrey5 nike it says you should get a real job asap,the earlier the better it get for you.",en
52,['1651984991289737219'],1651984991289737219,bleacherreport boardroom where the fuck is kobe’s lifetime deal nike,en
53,['1651984989376921601'],1651984989376921601,"rt l3gendsports: kevin durant has signed a lifetime contract with nike

via boardroom",en
57,['1651984942526795777'],1651984942526795777,kdtrey5 nike hook me up with a pair bro 😎 kdtrey5 ,en
59,['1651984875962892293'],1651984875962892293,tearsintherain1 michaeldoge420 watawatadayone thekatskid1 nachodelaheysus jewel_gardener quantumfekt siderico starshipdock iamcelinemarie dogeaccept pryzmrulezz khanshamtay musicphantom69 kym_head ali3nkat andremillaire lionelclone1 lottkaren54 spadersnfts rajtwittz d1dave123 dawnheartlrps sofakingdoge2nd yeshuaissavior piapanda96 pleiadesplz yadirarussell9 youniverse999 maximobanksy bugaloo_2 13dogecoin boozelee86 h_artsncrafts marshaw15161057 codehurtsbrain elonmusk tesla tesla_megapack grimezsz dogecoin nike historydefined historyinpics nelsonmandela yourhomemars spacex ,en
61,['1651984774746222593'],1651984774746222593,contentb5 nike nikestore jumpman23 happy friday 🥰🥰🫶🏾,en
62,['1651984764360876036'],1651984764360876036,mcknight_rich n8frost nike nikestore jumpman23 airmaxtrin rjolli007 memobarela thepmj 🔥🔥🔥🔥🔥,en
64,['1651984745407074304'],1651984745407074304,kdtrey5 nike lebron owns you buddy,en
65,['1651984716789354496'],1651984716789354496,velocitydimes kdtrey5 nike ratio,en
66,['1651984684887289883'],1651984684887289883,"sneakerscouts the nike women's air vapormax plus 'lilac' is now available via finishline! |$210| ad nike 

&gt;&gt;&gt;  ",en
67,['1651984636002848769'],1651984636002848769,90z1o kdtrey5 nike not kd’s fault then,en
68,['1651984635943952384'],1651984635943952384,kdtrey5 nike great! now re-release the nerfs!!!!! ,en
70,['1651984601722548226'],1651984601722548226,kdtrey5 nike professional 😎,en
72,['1651984526682492933'],1651984526682492933,velocitydimes kdtrey5 nike adolf sai made him leave,en
73,['1651984511155023872'],1651984511155023872,kdtrey5 nike w can you bring these back now 👀 ,en
75,['1651984478993014784'],1651984478993014784,kdtrey5 nike congrats on the bag kd,en
77,['1651984438606143488'],1651984438606143488,"emek not again blotter art mini print signed handbill 6.25x9 /200 screen poster | ebay
us $129.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
79,['1651984348583714816'],1651984348583714816,"it is not everytime you send people money, take some time to spoil yourself too. 

i was feeling somehow, entered nike store app and carted away some sneakers. feels good tbh. i’m definitely doing this again!",en
81,['1651984249291980806'],1651984249291980806,kdtrey5 nike congrats idol 🖤,en
83,['1651984216798928896'],1651984216798928896,velocitydimes kdtrey5 nike kevin dursssssssnake took the easy route and is still gonna get bounced in the second round 🤡,en
85,['1651984145118109698'],1651984145118109698,kdtrey5 nike congrats❤️❤️❤️❤️❤️❤️,en
86,['1651984122976301062'],1651984122976301062,kdtrey5 nike get in the gym lil bro ,en
91,['1651983996811726851'],1651983996811726851,kdtrey5 nike we gonna finally get kd iv and vi retros 🙏,en
92,['1651983994018471938'],1651983994018471938,90z1o kdtrey5 nike now kyconspiracytheorist not in the playoffs,en
93,['1651983989618384898'],1651983989618384898,rt virtualboytv: sneakers from my cam boy - check complete video and pictures on my onlyfans -   --- sneakers soc…,en
94,['1651983975978598400'],1651983975978598400,jackinho21 vitality_sa aquelleviv nike top work jack ✊,en
95,['1651983962439294977'],1651983962439294977,"whatnot whatnot nike nikedunklow 

the limited drop of nike sb 'chunky dunky' is closing soon. use my code 6sr6b and we both get additional entries in the drop! ",en
97,['1651983950489763840'],1651983950489763840,rt virtualboytv: full video available in my blue page -  rt rt rt rt rt - thank u so much guys sneakers nike spo…,en
98,['1651983937307127817'],1651983937307127817,kdtrey5 nike how much ?,en
0,['1651983927022878721'],1651983927022878721,kdtrey5 nike let me play you in a game of 21 for a pair of shoes? i’ll give you a 10 point head start since you’ll most likely need it,en
1,['1651983924229287939'],1651983924229287939,kd with the lifetime deal wit nike get paid kevin,en
2,['1651983864414314497'],1651983864414314497,mykicks12 nike jumpman23 hahahaha “final boss defeated” 🤣😂🤣,en
3,['1651983810735788038'],1651983810735788038,shilohnsam nike nikestore jumpman23 thanks tosha!! 💜 happy friday!! 😁,en
5,['1651983778406096896'],1651983778406096896,velocitydimes kdtrey5 nike kevin durinjuryprone ruined this season for kygoat,en
7,['1651983742653673477'],1651983742653673477,kdtrey5 nike easy money sniper!!!,en
9,['1651983722328076291'],1651983722328076291,kdtrey5 nike we need the kdvs back,en
10,['1651983713524146177'],1651983713524146177,kdtrey5 nike way to go my champ,en
11,['1651983703185162241'],1651983703185162241,kdtrey5 nike awesome sauce. kdtrey5,en
12,['1651983695572598787'],1651983695572598787,kdtrey5 nike congratulations,en
14,['1651983689025478658'],1651983689025478658,baseballquotes1 no they are not. nike needs to quit with the black pants chris_finman,en
15,['1651983674135691264'],1651983674135691264,kdtrey5 nike your shoes are mid nowadays.,en
19,['1651983580464283650'],1651983580464283650,michele_kw nike nikestore jumpman23 thanks michele! happy friday! 🎉,en
20,['1651983576265801730'],1651983576265801730,"kdtrey5 nike i signed a lifetime deal with phoenix jewelers by drf llc inside ranch market
(602) 264-1305
",en
22,['1651983571450572804'],1651983571450572804,kdtrey5 nike child slave labor for life 💪🏼💪🏼💪🏼,en
23,['1651983559761047556'],1651983559761047556,kdtrey5 nike congratulations three five,en
27,['1651983459269873664'],1651983459269873664,contentb5 nike nikestore jumpman23 ayye friend 🙌🏾🙌🏾🙌🏾♥️♥️🔥🔥🔥 these are dope,en
28,['1651983438419746824'],1651983438419746824,"life is too short to wear dull sneakers.

nike dunk high retro 🐼

shop online or in store 

nikedunk shiekh shoes sneakerhead freshkicks ",en
29,['1651983430002049025'],1651983430002049025,kdtrey5 nike kevin you in fact know ball,en
30,['1651983429599207424'],1651983429599207424,lakersbetta kdtrey5 nike he says he’s 30x better than glass man on your profile,en
33,['1651983394295672832'],1651983394295672832,"kdtrey5 nike need to get some new kds fr, i’ve been wearing the same pair of kds for basketball since 2017",en
34,['1651983378927824901'],1651983378927824901,"robocop saniose screen print movie art poster 24x36 regular version mad duck | ebay
us $159.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
35,['1651983363870269440'],1651983363870269440,"kevin durant has signed a lifetime contract with nike

via boardroom",en
36,['1651983348636557315'],1651983348636557315,rt hypebeast: check out these intermilan x nike air max 97s 🔥 ,en
37,['1651983338486501377'],1651983338486501377,lakersbetta kdtrey5 nike he said you a bitch,en
38,['1651983334858170369'],1651983334858170369,kdtrey5 nike you wanna be bron so bad,en
39,['1651983326989930496'],1651983326989930496,kdtrey5 nike when will you come to china?are we all waiting for you?,en
40,['1651983316013273095'],1651983316013273095,"which brands do branding very well, especially verbalbranding? i’m looking for other brands, not apple nike the ones people always name as best examples. verbalidentity design branddesign brandlanguage toneofvoice",en
42,['1651983301253505024'],1651983301253505024,kdtrey5 nike we want kd 2 reverse creamsicle with purple swoosh 🧡💜,en
43,['1651983263379107840'],1651983263379107840,kdtrey5 nike this is the most loyal move you've ever done 😭😭😭,en
44,['1651983235440603139'],1651983235440603139,kdtrey5 nike congrats 🎈 bro,en
45,['1651983230143279106'],1651983230143279106,kdtrey5 nike tell them to take kyrie back,en
46,['1651983227987304449'],1651983227987304449,kdtrey5 nike kd how much money do you make off these kinds of deals?,en
47,['1651983209083592711'],1651983209083592711,"pes 2021 kits pack 2022 pc - season 2021/22


playstation pes fcbarcelona nike pes efootball
",en
48,['1651983205791039496'],1651983205791039496,kdtrey5 nike congratulations,en
49,['1651983199856128003'],1651983199856128003,kdtrey5 nike they give a lifetime deal to everyone these days huh. adding a ring chasing coward to their roster.,en
50,['1651983187306749952'],1651983187306749952,"youluvkp nike we did and i’m very happy lol when that congrats popped up, i was overjoyed 😂",en
54,['1651983113256333313'],1651983113256333313,when mine coming through? nike ,en
55,['1651983074253750272'],1651983074253750272,"kdtrey5 nike great news for the sweatshop slaves, kd. busy busy",en
56,['1651983022353424391'],1651983022353424391,90z1o kdtrey5 nike kyflatearth played games they would still be together,en
58,['1651983016292659203'],1651983016292659203,kdtrey5 nike that’s beautiful bro. fr your gear in like 2010-2013ish was like peak basketball culture vibes during high school for me. honestly makes me super happy.,en
61,['1651982984675745800'],1651982984675745800,kdtrey5 nike nike fcuked up.. no one buys kd’s but his moms and em,en
65,['1651982940820193282'],1651982940820193282,kdtrey5 nike congrats now make good shoes and not the dicks sporting goods 16’s,en
70,['1651982869152124931'],1651982869152124931,kdtrey5 nike congratulations idolo,en
71,['1651982861430562816'],1651982861430562816,kdtrey5 nike congrats i guess but what the $? what's the deal work bruhh,en
72,['1651982847270322177'],1651982847270322177,kdtrey5 nike good i got two pair of 11s as my hooo shoes cuz we got big feet😂,en
73,['1651982826194210817'],1651982826194210817,velocitydimes kdtrey5 nike i blame harfat &amp; kevin durskeleton,en
74,['1651982792157433861'],1651982792157433861,kdtrey5 nike drop 40 tomorrow goat,en
75,['1651982774734028800'],1651982774734028800,kdtrey5 nike now re release the kd iv my nigga quit playin . 🕷️🕸️,en
76,['1651982751283781636'],1651982751283781636,kdtrey5 nike good for you. buy the nets after you retire,en
77,['1651982719008620544'],1651982719008620544,kdtrey5 nike you sold your soul to the devil dude,en
79,['1651982661324529665'],1651982661324529665,madeforthew nikebasketball nike also: ,en
80,['1651982647902580744'],1651982647902580744,kdtrey5 nike your chance to win a few more titles is now. good news kdtrey5,en
81,['1651982635470602241'],1651982635470602241,kdtrey5 nike i don't think so.,en
84,['1651982594118934529'],1651982594118934529,kdtrey5 nike is there sth u do wrong?,en
85,['1651982588985188357'],1651982588985188357,rt hypebeast: check out these intermilan x nike air max 97s 🔥 ,en
89,['1651982549281808387'],1651982549281808387,"samsung cell phone deal! samsung galaxy s10e (128gb. 6gb) 5.8"" amoled. snapdragon 855. 4g lte fully unlocked (at&amp;t.
now: $194.99
was: $249.99
click for deal link!


thenorthface nike ",en
90,['1651982543242113026'],1651982543242113026,kdtrey5 nike unless you go against their political beliefs then they'll drop your ass,en
91,['1651982523600187395'],1651982523600187395,kdtrey5 nike congratulation champ,en
93,['1651982515434041344'],1651982515434041344,90z1o kdtrey5 nike clown boy kyrie’s fault 🤡,en
95,['1651982480424022020'],1651982480424022020,kdtrey5 nike congrats goat 🐐 you deserved it💯,en
98,['1651982466385694723'],1651982466385694723,"we wanted to generate an image of louis xiv with nike on his feet with midjourney, and we end up with a new collection of airforce1🤣

check this out, nike ! ",en
99,['1651982457363927042'],1651982457363927042,kdtrey5 nike it’s an honor for the slave kids in asia to make your shoes then have you become rich off of it,en
0,['1651982435284922372'],1651982435284922372,kdtrey5 nike congratulations bro 💯 you and mj is my favorite players of all time and kobe and i’m from chicago congrats 🍾,en
2,['1651982425239461889'],1651982425239461889,kdtrey5 nike i dont actually think this post stinks i just wanted to tweet this funny picture at you ,en
3,['1651982424656740353'],1651982424656740353,rt jamaalaldin_tv: nba leader: 26.1 ppg gilbert arenas calls darvin ham stupid for benching 227's youtube chili' anthony chili' davis 227'…,en
4,['1651982423163539457'],1651982423163539457,kdtrey5 nike congratulations kd 🙌🏽🙌🏽,en
5,['1651982423142592514'],1651982423142592514,rt jamaalaldin_tv: nba leader: 26.1 ppg gilbert arenas calls darvin ham stupid for benching 227's youtube chili' anthony chili' davis 227'…,en
6,['1651982423045861377'],1651982423045861377,kdtrey5 nike billionaire status for my guy! 👍,en
7,['1651982421301264384'],1651982421301264384,kdtrey5 nike the 💰 is secured. pg county finest. no homo.,en
8,['1651982416880500737'],1651982416880500737,rt jamaalaldin_tv: nba leader: 26.1 ppg 7'0 227's youtube chili' anthony chili' davis 227's™ youtube chili' stats leader: anthony chili' d…,en
9,['1651982416267948032'],1651982416267948032,i don't think this real nike but first thought was winter football games. it's cold af just sitting there just saying haha ,en
10,['1651982415995482114'],1651982415995482114,rt jamaalaldin_tv: nba leader: 26.1 ppg 7'0 227's youtube chili' anthony chili' davis 227's™ youtube chili' stats leader: anthony chili' d…,en
11,['1651982415412297735'],1651982415412297735,michaeldoge420 memesus77 andremillaire tearsintherain1 watawatadayone thekatskid1 jewel_gardener quantumfekt siderico starshipdock iamcelinemarie dogeaccept pryzmrulezz khanshamtay musicphantom69 kym_head ali3nkat lionelclone1 lottkaren54 spadersnfts rajtwittz d1dave123 dawnheartlrps sofakingdoge2nd yeshuaissavior piapanda96 pleiadesplz yadirarussell9 youniverse999 maximobanksy bugaloo_2 13dogecoin boozelee86 h_artsncrafts marshaw15161057 codehurtsbrain elonmusk tesla tesla_megapack grimezsz dogecoin nike historydefined historyinpics nelsonmandela yourhomemars spacex ,en
13,['1651982408088944641'],1651982408088944641,"officialnetsfan kdtrey5 nike 🤣🤣
my g!!! 💜💜",en
17,['1651982363084341248'],1651982363084341248,"rt nitabonitax: starfish 1 
kotd snkrsliveheatingup photography yoursneakersaredope nike jordan snkrs photooftheday …",en
21,['1651982338916597760'],1651982338916597760,kdtrey5 nike may you please have them make some more low top jawns?,en
22,['1651982336815136774'],1651982336815136774,kdtrey5 nike congrats fam!!! 🔥🔥🔥🔥,en
23,['1651982329391243265'],1651982329391243265,"asus rog zephyrus duo 16 (2022) gaming
now: $2837.23
was: $3499.99
click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals amazonprim ",en
24,['1651982324123291648'],1651982324123291648,"strangelove skateboards natas kaupas sean cliver screen print art /60 deck sb | ebay
us $119.99

click for deal link!


thenorthface nike adidas hypebeast amazon ebay amazondeals dailydeals ebaydeals ",en
27,['1651982310344994818'],1651982310344994818,"carve your own path
selfie fyp swag trending viral gym mma garagegym homegym exercise calisthenics metal crossfit workout friday getfit instafit swag like gymlife rap music factionfitness nike underarmour projectrock hokafans adidas vqfit gymshark ",en
30,['1651982278019383296'],1651982278019383296,kdtrey5 nike congratulations,en
31,['1651982256150388739'],1651982256150388739,kdtrey5 nike yo kevin can i have a pair of kd 16s???,en
32,['1651982253386260480'],1651982253386260480,kdtrey5 nike 🐐 shit let’s go happy for u 😎💯,en
33,['1651982236814589953'],1651982236814589953,kdtrey5 nike so.....11 months?,en
34,['1651982236147937280'],1651982236147937280,kdtrey5 nike that's easy money for easymoneysniper,en
36,['1651982226261721089'],1651982226261721089,"kdtrey5 nike major kevin durant announcement, as nike and him will be linked and together forever. ",en
37,['1651982211342651397'],1651982211342651397,kdtrey5 nike kdtrey5  richkleiman are texas kd uniforms gonna be part of your life time deal? 🤘🏼 ,en
